Athlete,Discipline,NOC,Gender,Medal
FIGUEROLA CAMUE  Enrique,Athletics,CUB,Men,Silver
MONTES CASANOVA  Pablo,Athletics,CUB,Men,Silver
MORALES HACHAVARRIA  Juan,Athletics,CUB,Men,Silver
RAMIREZ LIMONTA  Hermes Julian,Athletics,CUB,Men,Silver
BUKHARINA  Galina,Athletics,URS,Women,Bronze
IGNATYEVA-SAMOTESOVA  Lyudmila,Athletics,URS,Women,Bronze
POPKOVA  Vera,Athletics,URS,Women,Bronze
ZHARKOVA-MASLAKOVA  Liudmila,Athletics,URS,Women,Bronze
BAILES  Margaret Johnson,Athletics,USA,Women,Gold
FERRELL  Barbara Ann,Athletics,USA,Women,Gold
NETTER  Mildrette,Athletics,USA,Women,Gold
TYUS  Wyomia,Athletics,USA,Women,Gold
COBIAN HECHEVARRIA  Miguelina,Athletics,CUB,Women,Silver
ELEJALDE DIAZ  Marlene,Athletics,CUB,Women,Silver
QUESADA DIAZ  Violetta,Athletics,CUB,Women,Silver
ROMAY MARTINEZ  Fulgencia,Athletics,CUB,Women,Silver
HENNIGE  Gerhard,Athletics,FRG,Men,Bronze
JELLINGHAUS  Martin,Athletics,FRG,Men,Bronze
KINDER  Manfred,Athletics,FRG,Men,Bronze
MULLER  Helmar,Athletics,FRG,Men,Bronze
EVANS  Lee Edward,Athletics,USA,Men,Gold
FREEMAN  Ronald John III,Athletics,USA,Men,Gold
JAMES  George Lawrence,Athletics,USA,Men,Gold
MATTHEWS  Vincent Edward,Athletics,USA,Men,Gold
ASATI  Charles,Athletics,KEN,Men,Silver
BON  Naftali,Athletics,KEN,Men,Silver
NYAMAU  Hezekiah Munyoro,Athletics,KEN,Men,Silver
RUDISHA  Daniel Matasi,Athletics,KEN,Men,Silver
TEMU  Nabiba Naftali,Athletics,KEN,Men,Bronze
GAMMOUDI  Mohamed,Athletics,TUN,Men,Gold
KEINO  Kipchoge,Athletics,KEN,Men,Silver
YOUNG  Lawrence Dean,Athletics,USA,Men,Bronze
HÖHNE  Christoph,Athletics,GDR,Men,Gold
KISS  Antal,Athletics,HUN,Men,Silver
FARRELL  Thomas Francis,Athletics,USA,Men,Bronze
DOUBELL  Ralph,Athletics,AUS,Men,Gold
KIPRUGUT  Wilson Chuma,Athletics,KEN,Men,Silver
GOMMERS  Maria Francisca P.,Athletics,NED,Women,Bronze
MANNING-JACKSON  Madeline,Athletics,USA,Women,Gold
SILAI  Ileana,Athletics,ROU,Women,Silver
CHI  Cheng,Athletics,TPE,Women,Bronze
CAIRD  Maureen,Athletics,AUS,Women,Gold
KILBORN-RYAN-NELSON  Pamela,Athletics,AUS,Women,Silver
BENDLIN  Kurt,Athletics,FRG,Men,Bronze
TOOMEY  William Anthony,Athletics,USA,Men,Gold
WALDE  Hans Joachim,Athletics,FRG,Men,Silver
DANEK  Ludvik,Athletics,TCH,Men,Bronze
OERTER  Alfred,Athletics,USA,Men,Gold
MILDE  Lothar,Athletics,GDR,Men,Silver
KLEIBER-KONTSEK  Jolan,Athletics,HUN,Women,Bronze
MANOLIU  Lia,Athletics,ROU,Women,Gold
WESTERMANN  Liselotte (Liesel),Athletics,FRG,Women,Silver
LOVASZ  Lazar,Athletics,HUN,Men,Bronze
ZSIVOTZKY  Gyula,Athletics,HUN,Men,Gold
KLIM  Romuald,Athletics,URS,Men,Silver
GAVRILOV  Valentin,Athletics,URS,Men,Bronze
FOSBURY  Richard Douglas,Athletics,USA,Men,Gold
CARUTHERS  Edward J. Jr.,Athletics,USA,Men,Silver
KOZYR  Valentina,Athletics,URS,Women,Bronze
REZKOVA-HUBNER  Miloslava,Athletics,TCH,Women,Gold
OKOROKOVA-LAZAREVA  Antonina,Athletics,URS,Women,Silver
KULCSAR  Gergely,Athletics,HUN,Men,Bronze
LUSIS  Yanis,Athletics,URS,Men,Gold
KINNUNEN  Jorma Viljo Palaavi,Athletics,FIN,Men,Silver
JANKO-EGGER  Eva,Athletics,AUT,Women,Bronze
NEMETH-RANKY  Angela,Athletics,HUN,Women,Gold
PENES  Mihaela,Athletics,ROU,Women,Silver
BOSTON  Ralph Harold,Athletics,USA,Men,Bronze
BEAMON  Bob,Athletics,USA,Men,Gold
BEER  Klaus,Athletics,GDR,Men,Silver
TALYSHEVA  Tatyana,Athletics,URS,Women,Bronze
VISCOPOLEANU  Viorica,Athletics,ROU,Women,Gold
PARKIN-SHERWOOD  Sheila Hilary,Athletics,GBR,Women,Silver
RYAN  Michael Robert,Athletics,NZL,Men,Bronze
WOLDE  Mamo,Athletics,ETH,Men,Gold
KIMIHARA  Kenji,Athletics,JPN,Men,Silver
TOTH  Annamaria,Athletics,HUN,Women,Bronze
BECKER-MICKLER  Ingrid,Athletics,FRG,Women,Gold
PROKOP-SYKORA  Liese,Athletics,AUT,Women,Silver
NORDWIG  Wolfgang,Athletics,GDR,Men,Bronze
SEAGREN  Robert Lloyd,Athletics,USA,Men,Gold
SCHIPROWSKI  Claus,Athletics,FRG,Men,Silver
GUSHCHIN  Eduard,Athletics,URS,Men,Bronze
MATSON  James Randel,Athletics,USA,Men,Gold
WOODS  George Roger,Athletics,USA,Men,Silver
CHIZHOVA  Nadezhda,Athletics,URS,Women,Bronze
HELMBOLD-GUMMEL  Margitta,Athletics,GDR,Women,Gold
LANGE  Marita,Athletics,GDR,Women,Silver
GENTILE  Giuseppe,Athletics,ITA,Men,Bronze
SANEEV  Viktor,Athletics,URS,Men,Gold
PRUDENCIO  Nelson,Athletics,BRA,Men,Silver
ANDREEV  Vladimir,Basketball,URS,Men,Bronze
BELOV  Sergei,Basketball,URS,Men,Bronze
KAPRANOV  Vadim,Basketball,URS,Men,Bronze
KOVALENKO  Sergei,Basketball,URS,Men,Bronze
KRIKUN  Anatoli,Basketball,URS,Men,Bronze
LIPSO  Yaak,Basketball,URS,Men,Bronze
PAULAUSKAS  Modestas,Basketball,URS,Men,Bronze
POLIVODA  Anatoli,Basketball,URS,Men,Bronze
SAKANDELIDZE  Zurab,Basketball,URS,Men,Bronze
SELIKHOV  Yuri,Basketball,URS,Men,Bronze
TOMSON  Priit,Basketball,URS,Men,Bronze
VOLNOV  Gennadi,Basketball,URS,Men,Bronze
BARRETT  Michael Thomas,Basketball,USA,Men,Gold
CLAWSON  John Richard,Basketball,USA,Men,Gold
DEE  Donald Francis,Basketball,USA,Men,Gold
FOWLER  Calvin Bernard,Basketball,USA,Men,Gold
HAYWOOD  Spencer,Basketball,USA,Men,Gold
HOSKETT  Wilmer Frederick,Basketball,USA,Men,Gold
KING  James,Basketball,USA,Men,Gold
SAULTERS  Glynn,Basketball,USA,Men,Gold
SCOTT  Charles Thomas,Basketball,USA,Men,Gold
SILLIMAN  Michael Barnwell,Basketball,USA,Men,Gold
SPAIN  John Kenneth,Basketball,USA,Men,Gold
WHITE  Joseph Henry,Basketball,USA,Men,Gold
CERMAK  Dragutin,Basketball,YUG,Men,Silver
COSIC  Kresimir,Basketball,YUG,Men,Silver
CVETKOVIC  Vladimir,Basketball,YUG,Men,Silver
DANEU  Ivo,Basketball,YUG,Men,Silver
KORAC  Radivoje,Basketball,YUG,Men,Silver
MAROEVIC  Zoran,Basketball,YUG,Men,Silver
PLECAS  Nikola,Basketball,YUG,Men,Silver
RAJKOVIC  Trajko,Basketball,YUG,Men,Silver
RAZNATOVIC  Dragoslav,Basketball,YUG,Men,Silver
SKANSI  Petar,Basketball,YUG,Men,Silver
SOLMAN  Damir,Basketball,YUG,Men,Silver
ZORGA  Aljosa,Basketball,YUG,Men,Silver
MARBLEY  Harlan Joseph,Boxing,USA,Men,Bronze
SKRZYPCZAK  Hubert,Boxing,POL,Men,Bronze
RODRIGUEZ  Francisco,Boxing,VEN,Men,Gold
JEE  Yong-Ju,Boxing,KOR,Men,Silver
BAMBINI  Giorgio,Boxing,ITA,Men,Bronze
ROCHA  Joaquin,Boxing,MEX,Men,Bronze
FOREMAN  George,Boxing,USA,Men,Gold
CHEPULIS  Ionas,Boxing,URS,Men,Silver
DE OLIVEIRA  Servilio,Boxing,BRA,Men,Bronze
RWABDOGO  Leo,Boxing,UGA,Men,Bronze
DELGADO  Ricardo,Boxing,MEX,Men,Gold
OLECH  Artur,Boxing,POL,Men,Silver
CHANG  Kyou-Chul,Boxing,KOR,Men,Bronze
MORIOKA  Eiji,Boxing,JPN,Men,Bronze
SOKOLOV  Valeri,Boxing,URS,Men,Gold
MUKWANGA  Eridadi,Boxing,UGA,Men,Silver
MIKAILOV  Ivan,Boxing,BUL,Men,Bronze
WARUINGE  Philip,Boxing,KEN,Men,Bronze
ROLDAN  Antonio,Boxing,MEX,Men,Gold
ROBINSON  Alberto,Boxing,USA,Men,Silver
CUTOV  Calistrat,Boxing,ROU,Men,Bronze
VUJIN  Zvonimir,Boxing,YUG,Men,Bronze
HARRIS  Ronald Woodson,Boxing,USA,Men,Gold
GRUDZIEN  Jozef,Boxing,POL,Men,Silver
NILSSON  Arto,Boxing,FIN,Men,Bronze
WALLINGTON  James Robert Jr.,Boxing,USA,Men,Bronze
KULEJ  Jerzy,Boxing,POL,Men,Gold
REQUEIFEROS BLANCO  Enrique,Boxing,CUB,Men,Silver
GUILOTTI GONZALEZ  Mario,Boxing,ARG,Men,Bronze
MUSALIMOV  Vladimir,Boxing,URS,Men,Bronze
WOLKE  Manfred,Boxing,GDR,Men,Gold
BESSALA  Joseph,Boxing,CMR,Men,Silver
BALDWIN  John Lee,Boxing,USA,Men,Bronze
MEIER  Günther,Boxing,FRG,Men,Bronze
LAGUTIN  Boris,Boxing,URS,Men,Gold
GARBEY  Rolando,Boxing,CUB,Men,Silver
JONES  Alfred,Boxing,USA,Men,Bronze
ZARAGOZA  Agustin,Boxing,MEX,Men,Bronze
FINNEGAN  Christopher Martin,Boxing,GBR,Men,Gold
KISELEV  Aleksei,Boxing,URS,Men,Silver
DRAGAN  Stanislaw,Boxing,POL,Men,Bronze
STANKOV  Georghi,Boxing,BUL,Men,Bronze
POZNYAK  Daniel,Boxing,URS,Men,Gold
MONEA  Ion,Boxing,ROU,Men,Silver
GALKOV  Vitali,Canoe / Kayak F,URS,Men,Bronze
TATAI  Tibor,Canoe / Kayak F,HUN,Men,Gold
LEWE  Detlef,Canoe / Kayak F,FRG,Men,Silver
PROKUPETS  Naum,Canoe / Kayak F,URS,Men,Bronze
ZAMOTIN  Mikhail,Canoe / Kayak F,URS,Men,Bronze
COVALIOV  Serghei,Canoe / Kayak F,ROU,Men,Gold
PATZAICHIN  Ivan,Canoe / Kayak F,ROU,Men,Gold
PETRIKOVICS  Gyula,Canoe / Kayak F,HUN,Men,Silver
WICHMANN  Tamas,Canoe / Kayak F,HUN,Men,Silver
HANSEN  Erik Rosendahl,Canoe / Kayak F,DEN,Men,Bronze
HESZ  Mihaly,Canoe / Kayak F,HUN,Men,Gold
SHAPARENKO  Aleksandr,Canoe / Kayak F,URS,Men,Silver
DUMITRU  Viorica,Canoe / Kayak F,ROU,Women,Bronze
KHVEDOSYUK-PINAEVA  Lyudmila,Canoe / Kayak F,URS,Women,Gold
BREUER-DUKAT  Renate,Canoe / Kayak F,FRG,Women,Silver
PFAFF  Günther,Canoe / Kayak F,AUT,Men,Bronze
SEIBOLD  Gerhard,Canoe / Kayak F,AUT,Men,Bronze
MOROZOV  Vladimir,Canoe / Kayak F,URS,Men,Gold
SHAPARENKO  Aleksandr,Canoe / Kayak F,URS,Men,Gold
GICZI  Csaba,Canoe / Kayak F,HUN,Men,Silver
TIMAR  Istvan,Canoe / Kayak F,HUN,Men,Silver
KHVEDOSYUK-PINAEVA  Lyudmila,Canoe / Kayak F,URS,Women,Bronze
SEREDINA  Antonina,Canoe / Kayak F,URS,Women,Bronze
ESSER  Roswitha,Canoe / Kayak F,FRG,Women,Gold
ZIMMERMANN  Annemarie,Canoe / Kayak F,FRG,Women,Gold
PFEFFER  Anna,Canoe / Kayak F,HUN,Women,Silver
SAGI-ROZSNYOI  Katalin,Canoe / Kayak F,HUN,Women,Silver
CSIZMADIA  Istvan,Canoe / Kayak F,HUN,Men,Bronze
GICZI  Csaba,Canoe / Kayak F,HUN,Men,Bronze
SZÖLLÖSI  Imre,Canoe / Kayak F,HUN,Men,Bronze
TIMAR  Istvan,Canoe / Kayak F,HUN,Men,Bronze
AMUNDSEN  Steinar,Canoe / Kayak F,NOR,Men,Gold
BERGER  Tore,Canoe / Kayak F,NOR,Men,Gold
JOHANSEN  Jan,Canoe / Kayak F,NOR,Men,Gold
SÖBY  Egil Wike,Canoe / Kayak F,NOR,Men,Gold
CALENIC  Anton,Canoe / Kayak F,ROU,Men,Silver
IVANOV  Dimitrie,Canoe / Kayak F,ROU,Men,Silver
IVANOV  Haralambie,Canoe / Kayak F,ROU,Men,Silver
TURCAS  Mihai,Canoe / Kayak F,ROU,Men,Silver
PETTERSSON  Gösta A.B.,Cycling Road,SWE,Men,Bronze
VIANELLI  Pierfranco,Cycling Road,ITA,Men,Gold
MORTENSEN  Leif,Cycling Road,DEN,Men,Silver
BRAMUCCI  Giovanni,Cycling Road,ITA,Men,Bronze
MARCELLI  Vittorio,Cycling Road,ITA,Men,Bronze
SIMONETTI  Mauro,Cycling Road,ITA,Men,Bronze
VIANELLI  Pierfranco,Cycling Road,ITA,Men,Bronze
DEN HERTOG  Fedor,Cycling Road,NED,Men,Gold
KREKELS  Jan Jozef Alfons,Cycling Road,NED,Men,Gold
PIJNEN  Rene Marinus,Cycling Road,NED,Men,Gold
ZOETEMELK  Hendrik G. Jozef,Cycling Road,NED,Men,Gold
FÄGLUM-PETTERSSON  Erik,Cycling Road,SWE,Men,Silver
FÄGLUM-PETTERSSON  Sture,Cycling Road,SWE,Men,Silver
FÄGLUM-PETTERSSON  Tomas,Cycling Road,SWE,Men,Silver
PETTERSSON  Gösta A.B.,Cycling Road,SWE,Men,Silver
KIERZKOWSKI  Janusz,Cycling Track,POL,Men,Bronze
TRENTIN  Pierre,Cycling Track,FRA,Men,Gold
FREDBORG  Niels Christian,Cycling Track,DEN,Men,Silver
GOENS  Daniel,Cycling Track,BEL,Men,Bronze
VAN LANCKER  Robert,Cycling Track,BEL,Men,Bronze
MORELON  Daniel,Cycling Track,FRA,Men,Gold
TRENTIN  Pierre,Cycling Track,FRA,Men,Gold
JANSEN  Johannes Hendrikus,Cycling Track,NED,Men,Silver
LOEVESIJN  Leijn,Cycling Track,NED,Men,Silver
KURMANN  Xaver,Cycling Track,SUI,Men,Bronze
REBILLARD  Daniel,Cycling Track,FRA,Men,Gold
JENSEN  Mogens Frey,Cycling Track,DEN,Men,Silver
TRENTIN  Pierre,Cycling Track,FRA,Men,Bronze
MORELON  Daniel,Cycling Track,FRA,Men,Gold
TURRINI  Giordano,Cycling Track,ITA,Men,Silver
BOSISIO  Lorenzo,Cycling Track,ITA,Men,Bronze
CHEMELLO  Cipriano,Cycling Track,ITA,Men,Bronze
MORBIATO  Giorgio,Cycling Track,ITA,Men,Bronze
RONCAGLIA  Luigi,Cycling Track,ITA,Men,Bronze
ASMUSSEN  Gunnar Henry,Cycling Track,DEN,Men,Gold
JENSEN  Mogens Frey,Cycling Track,DEN,Men,Gold
JÖRGENSEN  Per Pedersen Lyngemark,Cycling Track,DEN,Men,Gold
OLSEN  Reno Bent,Cycling Track,DEN,Men,Gold
HEMPEL  Udo,Cycling Track,FRG,Men,Silver
HENRICHS  Karlheinz,Cycling Track,FRG,Men,Silver
KISSNER  Jürgen,Cycling Track,FRG,Men,Silver
LINK  Karl,Cycling Track,FRG,Men,Silver
KLIMKE  Reiner,Dressage,FRG,Men,Bronze
KIZIMOV  Ivan,Dressage,URS,Men,Gold
NECKERMANN  Josef,Dressage,FRG,Men,Silver
CHAMMARTIN  Henri,Dressage,SUI,Men,Bronze
FISCHER  Gustav,Dressage,SUI,Men,Bronze
KLIMKE  Reiner,Dressage,FRG,Men,Gold
NECKERMANN  Josef,Dressage,FRG,Men,Gold
KALITA  Ivan,Dressage,URS,Men,Silver
KIZIMOV  Ivan,Dressage,URS,Men,Silver
GOSSWEILER  Marianne,Dressage,SUI,Women,Bronze
LINSENHOFF  Liselott,Dressage,FRG,Women,Gold
PETUSHKOVA  Elena,Dressage,URS,Women,Silver
PAGE  Michael Owen,Eventing,USA,Men,Bronze
GUYON  Jean Jacques,Eventing,FRA,Men,Gold
ALLHUSEN  Derek Swithin,Eventing,GBR,Men,Silver
COBCROFT  Brian W.B.,Eventing,AUS,Men,Bronze
ROYCROFT  Wayne,Eventing,AUS,Men,Bronze
ROYCROFT  William,Eventing,AUS,Men,Bronze
ALLHUSEN  Derek Swithin,Eventing,GBR,Men,Gold
JONES  Reuben Samuel,Eventing,GBR,Men,Gold
MEADE  Richard John Hanray,Eventing,GBR,Men,Gold
PAGE  Michael Owen,Eventing,USA,Men,Silver
PLUMB  John Michael,Eventing,USA,Men,Silver
WOFFORD  James Cunningham,Eventing,USA,Men,Silver
BROOME  David Mcpherson,Jumping,GBR,Men,Bronze
STEINKRAUS  William Clark,Jumping,USA,Men,Gold
COAKES  Marion Janice,Jumping,GBR,Women,Silver
SCHOCKEMÖHLE  Alwin,Jumping,FRG,Men,Bronze
SCHRIDDE  Hermann,Jumping,FRG,Men,Bronze
WINKLER  Hans Günter,Jumping,FRG,Men,Bronze
DAY  James E.,Jumping,CAN,Men,Gold
ELDER  Henry James,Jumping,CAN,Men,Gold
GAYFORD  Thomas Franklin,Jumping,CAN,Men,Gold
JONQUERES D'ORIOLA  Pierre,Jumping,FRA,Men,Silver
ROZIER  Jean Marcel,Jumping,FRA,Men,Silver
LEFEVRE  Janou,Jumping,FRA,Women,Silver
SACCARO  Gianluigi,Fencing,ITA,Men,Bronze
KULCSAR  Gyözö,Fencing,HUN,Men,Gold
KRISS  Grigori,Fencing,URS,Men,Silver
ANDRZEJEWSKI  Bogdan,Fencing,POL,Men,Bronze
BARBURSKI  Kazimierz,Fencing,POL,Men,Bronze
BUTKIEWICZ  Michal,Fencing,POL,Men,Bronze
GONSIOR  Bogdan,Fencing,POL,Men,Bronze
NIELABA  Henryk,Fencing,POL,Men,Bronze
FENYVESI  Csaba,Fencing,HUN,Men,Gold
KULCSAR  Gyözö,Fencing,HUN,Men,Gold
NAGY  Pal,Fencing,HUN,Men,Gold
NEMERE  Zoltan,Fencing,HUN,Men,Gold
SCHMITT  Pal,Fencing,HUN,Men,Gold
KRISS  Grigori,Fencing,URS,Men,Silver
MODZALEVSKY  Viktor,Fencing,URS,Men,Silver
NIKANCHIKOV  Aleksei,Fencing,URS,Men,Silver
SMOLYAKOV  Yuri,Fencing,URS,Men,Silver
VITEBSKY  Iosif,Fencing,URS,Men,Silver
REVENU  Daniel,Fencing,FRA,Men,Bronze
DRIMBA  Ion,Fencing,ROU,Men,Gold
KAMUTI  Jenö,Fencing,HUN,Men,Silver
REJTO-UJLAKI  Ildiko,Fencing,HUN,Women,Bronze
NOVIKOVA-BELOVA  Elena,Fencing,URS,Women,Gold
DEL PILAR ROLDAN TAPIA  Maria,Fencing,MEX,Women,Silver
FRANKE  Egon,Fencing,POL,Men,Bronze
LISEWSKI  Adam,Fencing,POL,Men,Bronze
PARULSKI  Ryszard Wladyslaw,Fencing,POL,Men,Bronze
SKRUDLIK  Zbigniew,Fencing,POL,Men,Bronze
WOYDA  Witold,Fencing,POL,Men,Bronze
BEROLATTI  Gilles,Fencing,FRA,Men,Gold
DIMONT  Jacques,Fencing,FRA,Men,Gold
MAGNAN  Jean-Claude,Fencing,FRA,Men,Gold
NOËL  Christian,Fencing,FRA,Men,Gold
REVENU  Daniel,Fencing,FRA,Men,Gold
PUTYATIN  Viktor,Fencing,URS,Men,Silver
SHAROV  Yuri,Fencing,URS,Men,Silver
SISIKIN  Yuri,Fencing,URS,Men,Silver
STANKOVICH  Vasili,Fencing,URS,Men,Silver
SVESHNIKOV  German,Fencing,URS,Men,Silver
DERSIDAN-ENE-PASCU  Ana,Fencing,ROU,Women,Bronze
GYULAI-DRIMBA-JENEI  Ileana,Fencing,ROU,Women,Bronze
IENCIC-STAHL  Ecaterina Clara,Fencing,ROU,Women,Bronze
ORBAN-SZABO  Olga,Fencing,ROU,Women,Bronze
VICOL  Maria,Fencing,ROU,Women,Bronze
CHIRKOVA  Svetlana,Fencing,URS,Women,Gold
GOROKHOVA  Galina,Fencing,URS,Women,Gold
NOVIKOVA-BELOVA  Elena,Fencing,URS,Women,Gold
PETRENKO-SAMUSENKO  Tatyana,Fencing,URS,Women,Gold
ZABELINA  Aleksandra,Fencing,URS,Women,Gold
BOBIS-FERKASINSZKY  Ildiko,Fencing,HUN,Women,Silver
DÖMÖLKI-SAKOVICS  Lidia,Fencing,HUN,Women,Silver
JARMY  Maria,Fencing,HUN,Women,Silver
MAROSI-FOLDESI  Paula,Fencing,HUN,Women,Silver
REJTO-UJLAKI  Ildiko,Fencing,HUN,Women,Silver
PEZSA  Tibor,Fencing,HUN,Men,Bronze
PAWLOWSKI  Jerzy,Fencing,POL,Men,Gold
RAKITA  Mark,Fencing,URS,Men,Silver
BAKONYI  Peter,Fencing,HUN,Men,Bronze
KALMAR  Janos,Fencing,HUN,Men,Bronze
KOVACS  Tamas,Fencing,HUN,Men,Bronze
MESZENA  Miklos,Fencing,HUN,Men,Bronze
PEZSA  Tibor,Fencing,HUN,Men,Bronze
MAVLIKHANOV  Umar,Fencing,URS,Men,Gold
NAZLYMOV  Vladimir,Fencing,URS,Men,Gold
RAKITA  Mark,Fencing,URS,Men,Gold
SIDYAK  Viktor,Fencing,URS,Men,Gold
VINOKUROV  Eduard,Fencing,URS,Men,Gold
CALARESE  Wladimiro,Fencing,ITA,Men,Silver
CHICCA  Pierluigi,Fencing,ITA,Men,Silver
MAFFEI  Michele,Fencing,ITA,Men,Silver
RIGOLI  Rolando,Fencing,ITA,Men,Silver
SALVADORI  Cesare,Fencing,ITA,Men,Silver
KAMAMOTO  Kunishige,Football,JPN,Men,Bronze
KAMATA  Mitsuo,Football,JPN,Men,Bronze
KATAYAMA  Hiroshi,Football,JPN,Men,Bronze
KUWAHARA  Yasuyuki,Football,JPN,Men,Bronze
MATSUMOTO  Ikuo,Football,JPN,Men,Bronze
MIYAMOTO  Masakatsu,Football,JPN,Men,Bronze
MIYAMOTO  Teruki,Football,JPN,Men,Bronze
MORI  Takaji,Football,JPN,Men,Bronze
OGI  Aritatsu,Football,JPN,Men,Bronze
OKANO  Shun-Ichiro,Football,JPN,Men,Bronze
SUGIYAMA  Ryuichi,Football,JPN,Men,Bronze
WATANABE  Masashi,Football,JPN,Men,Bronze
YAEGASHI  Shigeo,Football,JPN,Men,Bronze
YAMAGUCHI  Yoshitada,Football,JPN,Men,Bronze
YOKOYAMA  Kenzo,Football,JPN,Men,Bronze
YUGUCHI  Eizo,Football,JPN,Men,Bronze
BASTI  Istvan,Football,HUN,Men,Gold
DRESTYAK-DUNAI  Lajos,Football,HUN,Men,Gold
DUNAI  Antal,Football,HUN,Men,Gold
FATER  Karoly,Football,HUN,Men,Gold
FAZEKAS  Laszlo,Football,HUN,Men,Gold
JUHASZ  Istvan,Football,HUN,Men,Gold
KEGLOVICS  Laszlo,Football,HUN,Men,Gold
KOCSIS  Lajos,Football,HUN,Men,Gold
MENCZEL  Ivan,Football,HUN,Men,Gold
NAGY  Laszlo,Football,HUN,Men,Gold
NOSKO  Erno,Football,HUN,Men,Gold
NOVAK  Dezsö,Football,HUN,Men,Gold
PANCSICS  Miklos,Football,HUN,Men,Gold
SARKÖZI  Gabor,Football,HUN,Men,Gold
SZALAI  Miklos,Football,HUN,Men,Gold
SZARKA  Zoltan,Football,HUN,Men,Gold
SZUCS  Lajos,Football,HUN,Men,Gold
CHRISTAKIEV  Georghi,Football,BUL,Men,Silver
CHRISTOV  Atanas,Football,BUL,Men,Silver
CHRISTOV  Kiril,Football,BUL,Men,Silver
DIMITROV  Tzvetan,Football,BUL,Men,Silver
DIMITROV  Yantcho,Football,BUL,Men,Silver
DONEV  Asparukh,Football,BUL,Men,Silver
GAYDARSKI  Milko,Football,BUL,Men,Silver
GEORGIEV  Ivailo,Football,BUL,Men,Silver
GEROV  Atanas,Football,BUL,Men,Silver
GIONIN  Mikhail,Football,BUL,Men,Silver
IVANOV  Georghi,Football,BUL,Men,Silver
IVKOV  Kiril,Football,BUL,Men,Silver
JEKOV  Petar,Football,BUL,Men,Silver
NIKOLOV  Todor,Football,BUL,Men,Silver
VASSILEV  Georghi,Football,BUL,Men,Silver
YANTCHOVSKI  Evgeni,Football,BUL,Men,Silver
YORDANOV  Stoyan,Football,BUL,Men,Silver
ZAFIROV  Ivan,Football,BUL,Men,Silver
PETRIK  Larisa,Artistic G.,URS,Women,Bronze
KUCHINSKAYA  Natalya,Artistic G.,URS,Women,Gold
CASLAVSKA  Vera,Artistic G.,TCH,Women,Silver
KATO  Takeshi,Artistic G.,JPN,Men,Bronze
KATO  Sawao,Artistic G.,JPN,Men,Gold
NAKAYAMA  Akinori,Artistic G.,JPN,Men,Silver
KUCHINSKAYA  Natalya,Artistic G.,URS,Women,Bronze
CASLAVSKA  Vera,Artistic G.,TCH,Women,Gold
PETRIK  Larisa,Artistic G.,URS,Women,Gold
KENMOTSU  Eizo,Artistic G.,JPN,Men,Bronze
NAKAYAMA  Akinori,Artistic G.,JPN,Men,Gold
VORONIN  Mikhail,Artistic G.,URS,Men,Gold
NAKAYAMA  Akinori,Artistic G.,JPN,Men,Bronze
KATO  Sawao,Artistic G.,JPN,Men,Gold
VORONIN  Mikhail,Artistic G.,URS,Men,Silver
KUCHINSKAYA  Natalya,Artistic G.,URS,Women,Bronze
CASLAVSKA  Vera,Artistic G.,TCH,Women,Gold
VORONINA  Zinaida,Artistic G.,URS,Women,Silver
KLIMENKO  Viktor,Artistic G.,URS,Men,Bronze
NAKAYAMA  Akinori,Artistic G.,JPN,Men,Gold
VORONIN  Mikhail,Artistic G.,URS,Men,Silver
VORONIN  Mikhail,Artistic G.,URS,Men,Bronze
CERAR  Miroslav,Artistic G.,YUG,Men,Gold
LAIHO  Olli Eino,Artistic G.,FIN,Men,Silver
KATO  Sawao,Artistic G.,JPN,Men,Bronze
NAKAYAMA  Akinori,Artistic G.,JPN,Men,Gold
VORONIN  Mikhail,Artistic G.,URS,Men,Silver
BEIER  Günter,Artistic G.,GDR,Men,Bronze
BREHME  Matthias,Artistic G.,GDR,Men,Bronze
DIETRICH  Gerhard,Artistic G.,GDR,Men,Bronze
FÜLLE  Siegfried,Artistic G.,GDR,Men,Bronze
KÖSTE  Klaus,Artistic G.,GDR,Men,Bronze
WEBER  Peter,Artistic G.,GDR,Men,Bronze
ENDO  Yukio,Artistic G.,JPN,Men,Gold
KATO  Sawao,Artistic G.,JPN,Men,Gold
KATO  Takeshi,Artistic G.,JPN,Men,Gold
KENMOTSU  Eizo,Artistic G.,JPN,Men,Gold
NAKAYAMA  Akinori,Artistic G.,JPN,Men,Gold
TSUKAHARA  Mitsuo,Artistic G.,JPN,Men,Gold
DIOMIDOV  Sergei,Artistic G.,URS,Men,Silver
ILYINYKH  Valeri,Artistic G.,URS,Men,Silver
KARASEV  Valeri,Artistic G.,URS,Men,Silver
KLIMENKO  Viktor,Artistic G.,URS,Men,Silver
LISITSKY  Viktor,Artistic G.,URS,Men,Silver
VORONIN  Mikhail,Artistic G.,URS,Men,Silver
BAUERSCHMIDT  Maritta,Artistic G.,GDR,Women,Bronze
JANZ  Karin,Artistic G.,GDR,Women,Bronze
NOACK  Marianne,Artistic G.,GDR,Women,Bronze
SCHMIDT  Magdalena,Artistic G.,GDR,Women,Bronze
STARKE  Ute,Artistic G.,GDR,Women,Bronze
ZUCHOLD  Erika,Artistic G.,GDR,Women,Bronze
BURDA  Lyubov,Artistic G.,URS,Women,Gold
KARASEVA  Olga,Artistic G.,URS,Women,Gold
